id,area_type,availability,location,size,total_sqft,bath,balcony,price
3029,type_II,Ready To Move,Hoskote,2 BHK,1065.0,2.0,3.0,31.5
3030,type_I,18-Aug,Chandapura,1 BHK,645.0,1.0,1.0,16.45
3031,type_I,Ready To Move,Bellandur,4 BHK,1540.0,4.0,3.0,45.0
3032,type_III,Ready To Move,Prasanna layout Herohalli,6 Bedroom,1800.0,5.0,1.0,140.0
3033,type_III,Ready To Move,Kengeri,1 Bedroom,1150.0,1.0,0.0,52.0
3034,type_I,Ready To Move,Kanakpura Road,3 BHK,1570.0,3.0,3.0,65.93
3035,type_I,Ready To Move,Bellandur,3 BHK,1830.0,3.0,,90.0
3036,type_I,Ready To Move,sapthagiri Layout,2 BHK,1300.0,1.0,1.0,115.0
3037,type_III,Ready To Move,BEML Layout,2 Bedroom,2400.0,2.0,1.0,228.0
3038,type_II,Ready To Move,Vishveshwarya Layout,6 Bedroom,4000.0,6.0,0.0,230.0
3039,type_II,Ready To Move,Hennur,3 BHK,1640.0,3.0,2.0,120.0
3040,type_III,18-May,Doddagubbi,4 Bedroom,1200.0,4.0,1.0,85.0
3041,type_I,20-Sep,Hoodi,1 BHK,863.0,1.0,0.0,40.55
3042,type_I,Ready To Move,Banashankari Stage III,3 BHK,1350.0,2.0,2.0,68.0
3043,type_I,Ready To Move,Whitefield,1 BHK,825.0,1.0,1.0,45.0
3044,type_II,Ready To Move,Bannerghatta Road,1 BHK,500.0,1.0,1.0,18.5
3045,type_II,Ready To Move,Kengeri,1 BHK,600.0,1.0,1.0,35.0
3046,type_I,Ready To Move,Hebbal Kempapura,2 BHK,1150.0,2.0,2.0,40.0
3047,type_I,Ready To Move,Jakkur,3 BHK,1760.0,3.0,2.0,139.0
3048,type_I,Ready To Move,Electronic City,2 BHK,975.0,2.0,1.0,32.0
3049,type_I,Ready To Move,Uttarahalli,3 BHK,1310.0,2.0,1.0,85.0
3050,type_II,Ready To Move,Sarjapur  Road,2 BHK,915.0,2.0,2.0,37.0
3051,type_I,Ready To Move,Uttarahalli,2 BHK,1286.0,2.0,2.0,63.0
3052,type_II,Ready To Move,Chandra Layout,1 BHK,890.0,1.0,1.0,75.0
3053,type_I,Ready To Move,Amruthahalli,2 BHK,900.0,2.0,1.0,40.0
3054,type_III,Ready To Move,Malimakanapura,3 Bedroom,1168.0,3.0,0.0,70.0
3055,type_I,Ready To Move,Sarjapur  Road,4 BHK,1864.0,3.0,2.0,105.0
3056,type_I,18-Dec,Hebbal,3 BHK,1355.0,3.0,1.0,83.87
3057,type_I,18-Aug,Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,1.0,75.0
3058,type_I,Ready To Move,Akshaya Nagar,3 BHK,1897.0,3.0,2.0,120.0
3059,type_II,Ready To Move,Kalyan nagar,2 BHK,1086.0,2.0,2.0,44.5
3060,type_II,Ready To Move,Doopanahalli,3 BHK,1475.0,2.0,1.0,200.0
3061,type_I,Ready To Move,Hennur Road,3 BHK,1949.0,3.0,1.0,133.0
3062,type_I,Ready To Move,Bannerghatta Road,2 BHK,1237.5,2.0,0.0,49.49
3063,type_I,21-Sep,9th Phase JP Nagar,2 BHK,1073.0,2.0,1.0,52.36
3064,type_I,Ready To Move,Kodichikkanahalli,2 BHK,976.0,2.0,1.0,50.0
3065,type_I,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,2.0,70.0
3066,type_II,Ready To Move,Bannerghatta Road,3 BHK,1270.0,2.0,1.0,73.0
3067,type_I,21-Dec,Talaghattapura,3 BHK,2106.0,3.0,3.0,148.0
3068,type_I,Ready To Move,NGR Layout,2 BHK,1021.0,2.0,2.0,45.9
3069,type_I,Ready To Move,Raja Rajeshwari Nagar,1 BHK,510.0,1.0,1.0,22.0
3070,type_I,20-Oct,Kanakpura Road,2 BHK,900.0,2.0,1.0,46.0
3071,type_I,Ready To Move,Electronic City,1 BHK,605.0,1.0,1.0,22.0
3072,type_III,Ready To Move,Amruthahalli,4 Bedroom,600.0,4.0,0.0,60.0
3073,type_I,Ready To Move,Yelahanka,2 BHK,1050.0,2.0,1.0,45.0
3074,type_III,Ready To Move,Uttarahalli,6 Bedroom,1200.0,6.0,2.0,330.0
3075,type_III,Ready To Move,Ardendale,4 Bedroom,3200.0,4.0,1.0,205.0
3076,type_I,18-Aug,Chandapura,2 BHK,1025.0,2.0,2.0,27.68
3077,type_I,Ready To Move,Kengeri Satellite Town,2 BHK,1050.0,2.0,2.0,43.0
3078,type_II,Ready To Move,Chowdeshwari Layout,3 BHK,1250.0,2.0,1.0,80.0
3079,type_III,Ready To Move,Medi Agrahara,4 Bedroom,1350.0,4.0,2.0,85.0
3080,type_III,Ready To Move,Bagalur Main Road,5 Bedroom,4400.0,4.0,1.0,350.0
3081,type_II,Ready To Move,9th Phase JP Nagar,4 BHK,3500.0,4.0,,300.0
3082,type_I,19-Aug,Electronic City,3 BHK,1033.0,2.0,2.0,28.41
3083,type_II,Ready To Move,Banashankari Stage II,4 Bedroom,1500.0,2.0,0.0,650.0
3084,type_II,18-Mar,Begur,2 BHK,1200.0,2.0,1.0,33.0
3085,type_I,Ready To Move,Whitefield,2 BHK,1180.0,2.0,2.0,41.0
3086,type_I,Ready To Move,Bommasandra Industrial Area,2 BHK,7000.0,2.0,1.0,135.0
3087,type_I,18-May,Bommanahalli,3 BHK,1250.0,2.0,2.0,42.5
3088,type_III,Ready To Move,Suryanagar,2 Bedroom,1500.0,2.0,1.0,45.0
3089,type_I,Ready To Move,Electronic City,3 BHK,1518.0,3.0,3.0,75.0
3090,type_I,18-Dec,Whitefield,4 BHK,2856.0,5.0,0.0,154.5
3091,type_I,Ready To Move,Begur,3 BHK,1443.0,2.0,2.0,70.0
3092,type_I,Ready To Move,Lottegolla Halli,3 BHK,1950.0,3.0,2.0,90.0
3093,type_I,21-Jun,Vijayanagar,3 BHK,1933.0,3.0,1.0,129.0
3094,type_I,Ready To Move,Sarjapur  Road,2 BHK,1282.0,2.0,2.0,72.0
3095,type_I,Ready To Move,Jalahalli,2 BHK,1045.0,2.0,1.0,76.77
3096,type_III,Ready To Move,Ambedkar Nagar,4 Bedroom,5000.0,4.0,2.0,536.0
3097,type_II,Ready To Move,Ramamurthy Nagar,3 BHK,1355.0,2.0,,40.0
3098,type_I,Ready To Move,Channasandra Layout,3 BHK,1535.0,3.0,1.0,55.0
3099,type_II,Ready To Move,RR Layout,5 Bedroom,2100.0,3.0,0.0,145.0
3100,type_II,Ready To Move,Chikka Tirupathi,5 Bedroom,3356.0,5.0,2.0,105.0
3101,type_III,Ready To Move,Tindlu,3 Bedroom,1500.0,3.0,1.0,87.0
3102,type_I,Ready To Move,Badrappa Layout,2 BHK,1500.0,2.0,2.0,88.0
3103,type_II,Ready To Move,Jalahalli,3 BHK,1395.0,3.0,3.0,82.0
3104,type_III,Ready To Move,Chandapura,2 Bedroom,1200.0,2.0,1.0,65.0
3105,type_III,Ready To Move,Chamrajpet,9 Bedroom,4050.0,7.0,1.0,1200.0
3106,type_I,Ready To Move,Whitefield,3 BHK,1548.0,3.0,1.0,65.0
3107,type_I,Ready To Move,Varanasi,5 BHK,2000.0,4.0,1.0,99.0
3108,type_I,Ready To Move,Pai Layout,2 BHK,1400.0,2.0,2.0,57.5
3109,type_II,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,86.0
3110,type_I,Ready To Move,Yelahanka,1 BHK,700.0,1.0,1.0,38.0
3111,type_III,Ready To Move,Brigade Road,2 Bedroom,1420.0,1.0,0.0,220.0
3112,type_I,19-Dec,Old Madras Road,2 BHK,1225.0,2.0,1.0,53.55
3113,type_I,Ready To Move,Nandi Durga Road,3 BHK,2500.0,3.0,1.0,250.0
3114,type_II,Ready To Move,Bommasandra,2 BHK,950.0,2.0,1.0,25.0
3115,type_II,Ready To Move,Hosa Road,2 BHK,972.0,2.0,2.0,40.0
3116,type_I,18-Apr,Vishwapriya Nagar,2 BHK,946.0,2.0,1.0,38.0
3117,type_I,19-Apr,Ambalipura,2 BHK,860.0,2.0,1.0,28.93
3118,type_II,Ready To Move,Sector 2 HSR Layout,3 BHK,1600.0,3.0,2.0,70.0
3119,type_I,19-May,Thanisandra,3 BHK,1996.0,4.0,1.0,123.0
3120,type_I,Ready To Move,CV Raman Nagar,2 BHK,1051.0,2.0,3.0,61.0
3121,type_I,Ready To Move,CV Raman Nagar,2 BHK,1070.0,2.0,2.0,47.5
3122,type_I,Ready To Move,Akshaya Nagar,3 BHK,1896.0,3.0,2.0,102.0
3123,type_III,Ready To Move,Herohalli,2 Bedroom,1800.0,1.0,1.0,80.0
3124,type_I,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,54.11
3125,type_I,Ready To Move,Frazer Town,2 BHK,1625.0,2.0,1.0,75.0
3126,type_I,Ready To Move,Sahakara Nagar,3 BHK,1914.0,3.0,3.0,179.0
3127,type_II,Ready To Move,Electronic City,3 BHK,1050.0,2.0,1.0,39.0
3128,type_I,Ready To Move,Sarjapur  Road,5 BHK,3905.0,7.0,,290.0
3129,type_I,Ready To Move,K N Extension,6 BHK,700.0,3.0,,120.0
3130,type_II,Ready To Move,New Thippasandra,2 BHK,1020.0,2.0,1.0,70.0
3131,type_II,Ready To Move,Hosakerehalli,4 BHK,1500.0,3.0,2.0,70.0
3132,type_I,18-Mar,Old Madras Road,2 BHK,935.0,2.0,0.0,37.77
3133,type_I,Ready To Move,Marathahalli,4 BHK,4000.0,4.0,,200.0
3134,type_I,Ready To Move,Yeshwanthpur,3 BHK,1855.0,3.0,3.0,140.0
3135,type_I,Ready To Move,R.T. Nagar,2 BHK,1150.0,2.0,2.0,72.0
3136,type_I,Ready To Move,Sarjapur,2 BHK,1044.0,2.0,2.0,32.0
3137,type_II,Ready To Move,7th Phase JP Nagar,2 BHK,,2.0,1.0,51.0
3138,type_I,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,57.0
3139,type_I,Ready To Move,Sarjapur  Road,4 BHK,1863.0,3.0,2.0,104.0
3140,type_I,18-Dec,Whitefield,3 BHK,2321.0,4.0,1.0,157.0
3141,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,1.0,51.15
3142,type_I,Ready To Move,Marathahalli,3 BHK,1583.0,3.0,3.0,109.0
3143,type_I,20-Aug,Begur Road,1 BHK,644.0,1.0,1.0,40.0
3144,type_I,18-Oct,8th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,38.0
3145,type_I,Ready To Move,Sarjapur  Road,2 BHK,980.0,2.0,1.0,25.0
3146,type_II,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,58.0
3147,type_I,18-May,Roopena Agrahara,3 BHK,1215.0,2.0,2.0,49.86
3148,type_I,19-Dec,Hoodi,3 BHK,1553.0,3.0,2.0,83.09
3149,type_I,Ready To Move,6th Phase JP Nagar,3 BHK,2003.0,3.0,3.0,200.0
3150,type_I,Ready To Move,Lavelle Road,3 BHK,6729.0,4.0,,900.0
3151,type_I,Ready To Move,Kaggadasapura,3 BHK,1540.0,3.0,,75.0
3152,type_I,Ready To Move,Rachenahalli,3 BHK,2721.0,3.0,2.0,113.0
3153,type_I,19-Dec,Old Madras Road,2 BHK,935.0,2.0,1.0,45.0
3154,type_I,Ready To Move,Akshaya Nagar,2 BHK,1200.0,2.0,1.0,50.0
3155,type_I,Ready To Move,Kadugodi,2 BHK,1150.0,2.0,2.0,42.0
3156,type_I,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,42.0
3157,type_III,Ready To Move,Choodasandra,4 Bedroom,3200.0,4.0,2.0,375.0
3158,type_I,Ready To Move,Koramangala,3 BHK,1600.0,2.0,0.0,140.0
3159,type_I,Ready To Move,Rachenahalli,2 BHK,1167.0,2.0,2.0,37.5
3160,type_I,Ready To Move,Whitefield,2 BHK,1360.0,2.0,1.0,95.0
3161,type_I,Ready To Move,Bannerghatta Road,3 BHK,1655.0,3.0,3.0,95.0
3162,type_III,Ready To Move,Byappanahalli,5 Bedroom,2900.0,5.0,2.0,90.0
3163,type_II,Ready To Move,Maruthi Sevanagar,4 Bedroom,1280.0,4.0,1.0,115.0
3164,type_III,Ready To Move,Bank Of Baroda Colony,5 Bedroom,2350.0,5.0,,325.0
3165,type_I,Ready To Move,Bellandur,2 BHK,1047.0,2.0,1.0,75.0
3166,type_II,Ready To Move,Wilson Garden,3 BHK,1680.0,3.0,3.0,135.0
3167,type_I,Ready To Move,Hebbal,2 BHK,1100.0,2.0,2.0,38.0
3168,type_I,Ready To Move,Uttarahalli,3 BHK,1300.0,2.0,1.0,47.0
3169,type_II,14-Jul,Kumbena Agrahara,3 BHK,1410.0,2.0,2.0,43.71
3170,type_I,18-Jul,Whitefield,1 BHK,905.0,1.0,1.0,60.0
3171,type_II,Ready To Move,Thanisandra,3 BHK,1702.0,3.0,2.0,130.0
3172,type_II,Ready To Move,Chikkanahalli,2 BHK,1052.0,2.0,2.0,52.0
3173,type_I,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,85.0
3174,type_IV,Ready To Move,Chikkalasandra,2 BHK,875.0,2.0,3.0,52.8
3175,type_II,Ready To Move,Doddathoguru,2 BHK,1100.0,2.0,2.0,50.0
3176,type_II,Ready To Move,Haralur Road,2 BHK,1088.0,2.0,1.0,68.0
3177,type_II,Ready To Move,Poorna Pragna Layout,2 BHK,965.0,2.0,2.0,48.0
3178,type_I,Ready To Move,Akshaya Nagar,3 BHK,2300.0,4.0,3.0,102.0
3179,type_I,Ready To Move,Kanakpura Road,2 BHK,1339.0,2.0,2.0,63.0
3180,type_I,Ready To Move,Koramangala,2 BHK,1120.0,2.0,0.0,65.0
3181,type_III,Ready To Move,HBR Layout,9 Bedroom,1200.0,6.0,3.0,280.0
3182,type_I,Ready To Move,Bannerghatta Road,2 BHK,1240.0,2.0,1.0,65.0
3183,type_II,Ready To Move,Electronics City Phase 1,2 BHK,995.0,2.0,0.0,46.0
3184,type_I,Ready To Move,Hormavu,2 BHK,1400.0,2.0,0.0,75.0
3185,type_I,Ready To Move,Narayanapura,2 BHK,1308.0,2.0,1.0,89.04
3186,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,57.0
3187,type_III,Ready To Move,4th Block Koramangala,4 Bedroom,2400.0,4.0,0.0,550.0
3188,type_III,Ready To Move,Sadashiva Nagar,5 Bedroom,9600.0,7.0,2.0,2736.0
3189,type_III,18-Nov,Channasandra,3 Bedroom,1200.0,3.0,1.0,67.77
3190,type_I,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1288.0,2.0,1.0,70.0
3191,type_I,Ready To Move,Thanisandra,2 BHK,1265.0,2.0,1.0,78.0
3192,type_I,20-Dec,Kanakpura Road,2 BHK,700.0,1.0,1.0,35.0
3193,type_III,Ready To Move,Giri Nagar,3 Bedroom,1350.0,3.0,0.0,240.0
3194,type_I,20-Dec,Electronic City,4 BHK,2093.0,4.0,1.0,104.0
3195,type_III,Ready To Move,Chikkabanavar,1 Bedroom,1200.0,1.0,0.0,20.0
3196,type_I,Ready To Move,JP Nagar,3 BHK,1600.0,3.0,2.0,83.0
3197,type_II,Ready To Move,Manayata Tech Park,4 BHK,3400.0,4.0,,200.0
3198,type_III,Ready To Move,Byrathi Village,4 Bedroom,900.0,3.0,1.0,51.0
3199,type_III,18-Mar,Kuvempu Layout,3 Bedroom,2200.0,4.0,2.0,160.0
3200,type_II,Ready To Move,Tumkur Road,3 BHK,1060.0,2.0,2.0,58.3
3201,type_II,Ready To Move,Sampangi Rama Nagar,2 BHK,1030.0,2.0,2.0,80.0
3202,type_I,18-Dec,Whitefield,4 BHK,2856.0,5.0,0.0,154.5
3203,type_I,18-Apr,Electronic City,2 BHK,1355.0,2.0,1.0,67.0
3204,type_I,Ready To Move,Kalena Agrahara,2 BHK,1200.0,2.0,2.0,50.0
3205,type_I,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1550.0,3.0,1.0,86.8
3206,type_I,18-Feb,Virat Nagar,2 BHK,1205.0,2.0,2.0,42.18
3207,type_I,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,2.0,46.45
3208,type_II,Ready To Move,Padmanabhanagar,5 Bedroom,3680.0,4.0,2.0,440.0
3209,type_I,Ready To Move,Avalahalli,2 BHK,1053.0,2.0,1.0,46.29
3210,type_I,Ready To Move,Varthur,2 BHK,1155.0,2.0,2.0,39.0
3211,type_I,19-Aug,Kodathi,2 BHK,829.0,2.0,1.0,22.8
3212,type_I,19-Jan,Kanakpura Road,3 BHK,1591.0,3.0,1.0,115.0
3213,type_I,Ready To Move,Omkar Nagar,2 BHK,1000.0,2.0,1.0,53.0
3214,type_II,18-Aug,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,33.64
3215,type_I,Ready To Move,Basavangudi,3 BHK,1850.0,3.0,1.0,168.0
3216,type_II,Ready To Move,Yelahanka,4 Bedroom,3990.0,4.0,1.0,260.0
3217,type_II,Ready To Move,Doddabidrakallu,2 BHK,900.0,2.0,1.0,33.0
3218,type_I,Ready To Move,Kannamangala,2 BHK,957.0,2.0,1.0,58.0
3219,type_III,Ready To Move,Ramamurthy Nagar,5 Bedroom,1350.0,5.0,1.0,120.0
3220,type_I,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0
3221,type_III,Ready To Move,Sarjapur  Road,4 Bedroom,1750.0,3.0,1.0,185.0
3222,type_III,Ready To Move,Hulimavu,4 Bedroom,1200.0,4.0,1.0,75.0
3223,type_II,Ready To Move,JP Nagar,2 BHK,1078.0,2.0,2.0,45.0
3224,type_I,Ready To Move,Electronic City,2 BHK,755.0,1.0,1.0,34.0
3225,type_II,Ready To Move,Akshaya Nagar,2 BHK,1200.0,2.0,2.0,45.0
3226,type_I,19-Dec,Whitefield,3 BHK,3596.0,3.0,1.0,200.0
3227,type_I,Ready To Move,Telecom Layout,3 BHK,1450.0,2.0,1.0,65.0
3228,type_I,18-Apr,Whitefield,3 BHK,1396.0,3.0,1.0,74.0
3229,type_I,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,70.0
3230,type_I,Ready To Move,Ganga Nagar Extension,3 BHK,1000.0,2.0,1.0,65.0
3231,type_I,Ready To Move,Kasavanhalli,3 BHK,1915.0,3.0,3.0,80.0
3232,type_I,Ready To Move,Jakkur,2 BHK,1473.0,2.0,1.0,85.0
3233,type_III,Ready To Move,TC Palaya,5 Bedroom,1440.0,5.0,2.0,97.0
3234,type_I,Ready To Move,Yelahanka,2 BHK,1305.0,2.0,1.0,78.0
3235,type_I,18-May,Madiwala,3 BHK,1250.0,3.0,2.0,43.0
3236,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,3.0,50.0
3237,type_I,Ready To Move,RPC layout,2 BHK,1200.0,2.0,1.0,67.0
3238,type_I,18-Feb,Ulsoor,2 BHK,1200.0,2.0,0.0,60.0
3239,type_I,19-Jan,Kasavanhalli,3 BHK,1787.0,3.0,2.0,123.0
3240,type_I,18-Apr,Electronic City,3 BHK,1105.0,2.0,1.0,35.0
3241,type_I,Ready To Move,Hebbal Kempapura,3 BHK,1466.0,2.0,3.0,140.0
3242,type_II,Ready To Move,7th Phase JP Nagar,3 BHK,1850.0,3.0,1.0,150.0
3243,type_I,Ready To Move,Yelahanka,3 BHK,1664.0,3.0,0.0,73.95
3244,type_I,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,159.0
3245,type_I,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,60.0
3246,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,2.0,55.47
3247,type_I,18-Apr,Tumkur Road,3 BHK,1240.0,2.0,1.0,83.0
3248,type_III,Ready To Move,Nelamangala,4 Bedroom,1470.0,4.0,2.0,34.5
3249,type_I,Ready To Move,Banashankari,2 BHK,1020.0,2.0,2.0,40.79
3250,type_I,18-Feb,Sadashiva Nagar,4 BHK,2720.0,4.0,1.0,485.0
3251,type_I,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0
3252,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,55.47
3253,type_I,Ready To Move,Uttarahalli,3 BHK,1390.0,2.0,2.0,61.16
3254,type_I,Ready To Move,Poorna Pragna Layout,3 BHK,1270.0,2.0,2.0,50.79
3255,type_I,Ready To Move,Sarjapur  Road,4 BHK,1800.0,3.0,1.0,90.0
3256,type_I,Ready To Move,Sarjapur  Road,2 BHK,1150.0,2.0,1.0,48.5
3257,type_II,Ready To Move,Cooke Town,3 BHK,1850.0,3.0,3.0,110.0
3258,type_I,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,150.0
3259,type_I,Ready To Move,Hormavu,2 BHK,1200.0,2.0,2.0,68.0
3260,type_I,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,44.08
3261,type_II,Ready To Move,Vadarpalya,5 Bedroom,2500.0,5.0,2.0,120.0
3262,type_II,Ready To Move,Anjanapura,4 BHK,1850.0,4.0,2.0,86.0
3263,type_I,Ready To Move,Anandapura,2 BHK,1151.0,2.0,1.0,43.1
3264,type_I,Ready To Move,4th Block Jayanagar,2 BHK,900.0,2.0,1.0,70.0
3265,type_III,Ready To Move,TC Palaya,8 Bedroom,1500.0,8.0,2.0,150.0
3266,type_II,Ready To Move,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,78.8
3267,type_I,Ready To Move,Ramagondanahalli,3 BHK,2257.0,3.0,2.0,155.0
3268,type_II,18-Dec,Electronic City,2 BHK,1200.0,2.0,1.0,34.65
3269,type_I,Ready To Move,Devasandra Extension,2 BHK,1090.0,2.0,2.0,32.0
3270,type_I,Ready To Move,Maithri Layout,3 BHK,1685.0,3.0,2.0,60.0
3271,type_I,Ready To Move,Kanakapura  Rod,3 BHK,1305.0,2.0,1.0,45.68
3272,type_I,21-Oct,Kanakpura Road,3 BHK,1300.0,3.0,1.0,69.0
3273,type_I,21-Jan,Kanakpura Road,3 BHK,1300.0,3.0,2.0,69.0
3274,type_I,Ready To Move,Hennur Road,2 BHK,1310.0,2.0,1.0,66.0
3275,type_I,Ready To Move,Jayamahal Extension,4 BHK,2250.0,4.0,1.0,400.0
3276,type_I,Ready To Move,Whitefield,3 BHK,1660.0,3.0,1.0,110.0
3277,type_I,Ready To Move,Lavelle Road,2 BHK,985.0,2.0,1.0,156.0
3278,type_I,Ready To Move,Gollahalli,3 BHK,1325.0,2.0,1.0,47.0
3279,type_II,Ready To Move,Sathanur,3 BHK,1620.0,2.0,1.0,110.0
3280,type_I,Ready To Move,Marathahalli,2 BHK,957.0,2.0,1.0,47.0
3281,type_III,Ready To Move,Ullal Road,5 Bedroom,1200.0,5.0,1.0,235.0
3282,type_II,Ready To Move,NRI Layout,2 BHK,1060.0,2.0,2.0,35.0
3283,type_I,Ready To Move,Kanakpura Road,3 BHK,1495.0,2.0,2.0,52.33
3284,type_I,18-Jan,Electronic City,1 BHK,630.0,1.0,1.0,46.0
3285,type_II,Ready To Move,Marathahalli,1 BHK,1100.0,2.0,,75.0
3286,type_I,21-Dec,Kanakpura Road,3 BHK,1100.0,3.0,2.0,53.0
3287,type_III,Ready To Move,Sarjapur,4 Bedroom,3190.0,3.0,1.0,160.0
3288,type_III,Ready To Move,Kammanahalli,6 Bedroom,782.0,4.0,2.0,85.0
3289,type_I,Ready To Move,Old Airport Road,2 BHK,1184.0,2.0,1.0,78.0
3290,type_I,Ready To Move,Ambedkar Nagar,3 BHK,1950.0,4.0,2.0,120.0
3291,type_I,Ready To Move,Sanjay nagar,2 BHK,1050.0,2.0,0.0,59.0
3292,type_II,Ready To Move,Yelenahalli,2 BHK,1200.0,2.0,2.0,46.17
3293,type_I,Ready To Move,Hennur Road,3 BHK,1933.0,3.0,2.0,140.0
3294,type_II,Ready To Move,Hagadur,2 BHK,1100.0,2.0,2.0,45.0
3295,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,42.0
3296,type_I,Ready To Move,Sarjapur  Road,3 BHK,1846.0,3.0,2.0,140.0
3297,type_II,Ready To Move,Sanjeevini Nagar,3 BHK,2820.0,3.0,,285.0
3298,type_I,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1170.0,2.0,2.0,68.0
3299,type_II,Ready To Move,Bannerghatta Road,4 Bedroom,2400.0,4.0,1.0,180.0
3300,type_I,Ready To Move,Hegde Nagar,3 BHK,2162.03,4.0,2.0,129.0
3301,type_III,Ready To Move,Mathikere,3 Bedroom,1550.0,2.0,1.0,150.0
3302,type_I,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,44.4
3303,type_I,Ready To Move,Rachenahalli,2 BHK,1050.0,2.0,2.0,52.5
3304,type_I,19-Dec,Electronic City Phase II,3 BHK,1611.0,2.0,2.0,48.33
3305,type_I,Ready To Move,Sarjapur  Road,3 BHK,2180.0,3.0,2.0,240.0
3306,type_I,Ready To Move,Yeshwanthpur,2 BHK,1541.0,2.0,2.0,130.0
3307,type_II,18-Jun,Whitefield,4 BHK,2830.0,4.0,3.0,161.0
3308,type_III,Ready To Move,Lingarajapuram,7 Bedroom,1280.0,5.0,3.0,150.0
3309,type_I,Ready To Move,Electronic City Phase II,2 BHK,545.0,1.0,1.0,27.0
3310,type_I,Ready To Move,Subramanyapura,3 BHK,1278.0,2.0,2.0,59.0
3311,type_I,20-May,1st Block Jayanagar,4 BHK,2450.0,4.0,2.0,368.0
3312,type_I,Ready To Move,Benson Town,3 BHK,3200.0,4.0,,350.0
3313,type_I,Ready To Move,Bellandur,2 BHK,1150.0,2.0,1.0,69.44
3314,type_I,Ready To Move,ITI Layout,3 BHK,1602.0,2.0,0.0,75.0
3315,type_I,18-Apr,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,71.32
3316,type_I,Ready To Move,Shivaji Nagar,3 BHK,1226.0,2.0,2.0,60.0
3317,type_I,Ready To Move,Kalkere,3 BHK,1850.0,3.0,3.0,95.0
3318,type_I,Ready To Move,Bhoganhalli,4 BHK,2439.0,4.0,3.0,170.0
3319,type_I,Ready To Move,Hennur Road,5 BHK,5600.0,5.0,3.0,515.0
3320,type_I,Ready To Move,Kenchenahalli,2 BHK,1015.0,2.0,2.0,58.0
3321,type_I,Ready To Move,Venkatadri Layout,1 BHK,600.0,1.0,1.0,43.0
3322,type_I,Ready To Move,Janatha Colony,2 BHK,1100.0,2.0,2.0,57.6
3323,type_III,Ready To Move,HRBR Layout,4 Bedroom,2000.0,4.0,1.0,300.0
3324,type_I,Ready To Move,Kanakpura Road,2 BHK,1041.0,2.0,1.0,36.44
3325,type_II,Ready To Move,Kammanahalli,5 BHK,2845.0,5.0,1.0,140.0
3326,type_I,Ready To Move,Electronic City,2 BHK,660.0,1.0,1.0,23.1
3327,type_I,18-Mar,Kanakapura,2 BHK,929.0,2.0,1.0,46.0
3328,type_I,Ready To Move,Indira Nagar,2 BHK,1400.0,2.0,2.0,168.0
3329,type_I,Ready To Move,BTM 2nd Stage,2 BHK,1200.0,2.0,0.0,35.0
3330,type_I,Ready To Move,Harlur,3 BHK,1864.0,3.0,1.0,140.0
3331,type_I,18-Dec,Hebbal,3 BHK,1920.0,3.0,2.0,134.0
3332,type_II,Ready To Move,KR Puram,2 BHK,750.0,2.0,0.0,40.0
3333,type_I,Ready To Move,Hormavu,2 BHK,1250.0,2.0,2.0,60.0
3334,type_I,Ready To Move,Benson Town,3 BHK,2850.0,4.0,3.0,470.0
3335,type_IV,Ready To Move,2nd Block Bel Layout,3 BHK,1625.0,3.0,3.0,92.0
3336,type_II,Ready To Move,Sarjapur,3 Bedroom,2690.0,3.0,2.0,295.0
